Style,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,PrimaryTemp
American Brown Ale,6.92,28.15,21.53,5.0,60,1.0390000000000001,60.0,3.0,21.0
American Amber Ale,5.28,43.99,17.63,24.61,60,1.046,62.0,1.5,18.33
American Stout,5.98,47.89,45.79,53.0,60,1.054,70.0,1.5,20.0
American Stout,6.66,57.31,37.13,26.5,60,1.055,65.0,1.25,17.78
American Amber Ale,8.08,64.29,21.21,28.39,60,1.06,72.0,1.4,21.11
American Stout,6.57,38.96,39.92,28.39,60,1.055,75.0,1.5,19.44
American Brown Ale,4.47,29.59,20.94,31.0,60,1.038,56.0,2.3,20.0
American Stout,5.58,41.9,38.66,29.0,60,1.042,70.0,2.95,21.0
American Amber Ale,5.13,36.12,16.33,26.5,60,1.034,70.0,1.5,15.56
American Amber Ale,4.86,21.69,13.37,28.0,80,1.032,65.0,3.0,19.0
American Light Lager,7.36,105.4,6.02,30.0,60,1.058,70.0,3.0,18.0
American Amber Ale,4.49,26.5,13.78,28.5,60,1.033,68.0,3.0,20.0
American Light Lager,6.19,45.53,3.72,49.21,90,1.053,70.0,1.0,10.0
American Stout,5.84,44.26,35.98,28.39,60,1.051,72.0,1.25,18.89
American Light Lager,5.18,38.94,6.82,26.0,60,1.038,70.0,3.0,18.0
American Light Lager,5.12,17.25,2.87,24.61,60,1.051,80.0,1.25,16.67
American Stout,5.48,65.09,36.36,25.0,60,1.06,75.0,1.5,20.0
American Amber Ale,5.04,18.12,14.1,10.0,60,1.0979999999999999,75.0,3.0,18.0
American Light Lager,3.58,30.57,5.0,25.0,75,1.03,60.0,3.0,20.0
American Amber Ale,7.55,33.32,18.61,12.3,60,1.0270000000000001,70.0,1.1,20.0
American Brown Ale,5.43,83.09,23.49,24.61,60,1.042,60.0,1.5,21.11
American Brown Ale,7.09,27.69,25.82,32.18,90,1.054,69.0,1.5,18.89
American Light Lager,6.96,21.14,6.2,51.1,60,1.057,70.0,1.5,20.0
American Amber Ale,6.69,45.18,17.7,32.0,90,1.048,75.0,3.0,20.0
American Stout,5.22,60.02,46.64,22.71,75,1.044,75.0,1.5,20.0
American Light Lager,5.0,28.78,3.82,23.0,60,1.043,75.0,2.0,22.0
American Light Lager,7.5,38.09,4.95,49.21,90,1.06,80.0,1.25,12.78
American Stout,5.86,34.82,28.82,28.5,60,1.041,80.0,3.0,20.0
American Stout,6.97,62.05,50.0,41.64,70,1.063,70.0,1.5,20.0
American Brown Ale,5.3,38.3,22.14,24.61,60,1.05,74.0,1.33,19.44
American Light Lager,4.95,18.85,10.11,45.42,60,1.038,70.0,1.25,17.78
American Stout,5.93,31.06,42.56,45.42,60,1.051,78.0,1.5,21.11
American Stout,6.4,39.91,37.41,5.68,60,1.041,75.0,1.5,18.33
American Stout,7.2,24.67,34.64,26.5,90,1.053,85.0,3.0,20.0
American Light Lager,9.5,0.0,10.35,600.0,60,1.09,70.0,2.3,19.0
American Amber Ale,4.75,39.86,12.25,30.0,60,1.037,70.0,3.0,18.0
American Amber Ale,5.95,18.22,14.9,156.5,60,1.0590000000000002,72.0,2.5,18.0
American Amber Ale,4.85,31.57,13.97,28.39,60,1.038,70.0,1.25,21.11
American Brown Ale,4.22,15.39,15.13,105.0,60,1.043,85.0,3.0,25.0
American Amber Ale,5.89,37.27,16.38,28.39,60,1.043,70.0,1.5,13.89
American Amber Ale,4.41,27.25,3.53,28.0,60,1.034,70.0,2.7,16.0
American Amber Ale,6.64,36.58,17.43,26.5,60,1.048,83.0,1.33,18.33
American Amber Ale,4.27,30.11,16.32,26.5,60,1.032,50.0,1.5,26.67
American Light Lager,7.27,48.55,4.41,32.0,60,1.051,72.0,3.0,21.0
American Light Lager,5.47,21.47,13.61,36.98,60,1.046,75.0,1.75,19.44
American Brown Ale,5.62,14.0,4.25,28.5,70,1.0390000000000001,75.0,20.0,18.0
American Brown Ale,5.37,71.8,22.81,23.09,60,1.053,70.0,1.25,18.33
American Amber Ale,5.6,46.57,16.08,54.89,60,1.04,65.0,1.3,19.44
American Amber Ale,4.75,24.6,13.21,1114.8,60,1.042,69.0,1.25,20.0
American Light Lager,5.02,0.0,2.5,600.0,60,1.043,81.0,2.5,20.0
American Brown Ale,6.17,50.3,14.64,45.42,60,1.06,75.0,1.25,18.33
American Stout,6.27,13.61,40.3,30.5,60,1.05,70.0,3.0,22.0
American Brown Ale,5.18,35.73,26.15,35.0,60,1.035,70.0,2.5,18.0
American Amber Ale,5.7,34.19,13.71,28.39,60,1.041,65.0,1.5,18.33
American Light Lager,5.02,0.0,5.22,500.0,60,1.048,70.0,4.0,19.0
American Brown Ale,5.95,75.79,13.52,19.0,60,1.041,75.0,8.0,20.0
American Stout,5.4,46.57,30.43,60.0,90,1.047,75.0,3.0,18.0
American Stout,5.54,35.82,32.93,70.0,60,1.045,70.0,3.0,18.0
American Light Lager,3.79,136.55,10.3,24.61,60,1.03,35.0,1.25,18.33
American Brown Ale,6.25,41.23,19.73,22.71,60,1.05,70.0,1.25,20.0
American Light Lager,7.68,21.23,8.88,49.21,60,1.065,80.0,1.5,22.22
American Brown Ale,6.37,23.87,20.66,1150.0,100,1.052,90.0,4.0,19.0
American Amber Ale,6.02,28.52,22.63,33.0,90,1.0490000000000002,78.0,3.0,19.0
American Light Lager,4.86,32.15,3.47,45.42,75,1.041,70.0,1.2,11.67
American Stout,5.91,43.29,41.84,53.0,60,1.047,65.0,1.33,18.33
American Stout,5.44,38.61,34.15,28.39,60,1.041,80.0,1.5,22.22
American Amber Ale,7.52,39.61,14.73,30.0,60,1.058,75.0,3.0,18.0
American Light Lager,7.61,63.47,4.08,28.39,60,1.056,70.0,1.5,20.56
American Amber Ale,4.54,27.65,13.88,28.39,55,1.033,76.0,3.0,21.11
American Light Lager,3.78,0.0,3.0,28.39,60,1.028,70.0,1.4,22.78
American Light Lager,3.92,124.24,30.18,30.28,60,1.031,70.0,16.0,21.11
American Light Lager,4.61,37.16,4.5,28.39,60,1.04,72.0,1.5,20.0
American Amber Ale,6.9,67.97,15.57,60.0,60,1.053,77.0,3.03,18.0
American Amber Ale,6.11,39.92,16.37,23.0,75,1.051,70.0,3.0,18.0
American Light Lager,7.5,47.04,7.52,1253.5,60,1.071,80.0,2.5,19.0
American Light Lager,4.61,25.4,6.96,26.5,90,1.032,70.0,1.25,15.56
American Stout,6.8,44.62,44.56,26.5,60,1.065,85.0,1.5,19.44
American Amber Ale,5.23,8.09,16.31,26.5,60,1.045,70.0,1.5,18.33
American Amber Ale,5.92,36.73,12.34,51.1,60,1.046,84.0,1.5,20.0
American Stout,6.38,80.0,50.0,24.98,90,1.053,72.5,1.25,23.89
American Brown Ale,5.88,39.74,21.79,49.0,60,1.052,70.0,3.1,21.0
American Stout,4.05,35.2,31.95,26.5,75,1.036,60.0,1.5,20.0
American Brown Ale,5.38,29.72,26.01,30.28,60,1.0390000000000001,60.0,1.5,16.67
American Light Lager,5.52,37.79,8.52,9.3,60,1.025,70.0,2.5,24.0
American Light Lager,4.85,100.16,3.16,41.64,60,1.047,78.0,1.5,20.0
American Light Lager,6.15,84.37,10.54,28.39,60,1.045,60.0,1.5,17.22
American Brown Ale,6.38,65.8,22.18,37.85,60,1.067,70.0,1.32,18.89
American Amber Ale,4.63,23.68,13.35,28.39,60,1.037,75.0,1.5,19.44
American Brown Ale,5.07,42.42,22.44,28.39,60,1.038,68.0,1.43,18.33
American Brown Ale,5.86,41.67,23.22,24.23,60,1.044,63.0,1.5,18.33
American Light Lager,4.55,55.06,5.22,28.5,60,1.032,62.0,2.6,20.0
American Amber Ale,4.13,46.74,10.82,26.5,60,1.034,60.0,1.25,22.22
American Stout,7.23,52.14,35.11,26.5,60,1.054,70.0,1.25,21.11
American Amber Ale,5.67,31.79,16.62,26.0,60,1.04,70.0,3.1,19.5
American Amber Ale,6.07,31.71,9.82,24.61,60,1.048,75.0,1.25,18.33
American Stout,6.83,55.28,45.72,30.0,60,1.058,70.0,3.5,18.0
American Amber Ale,3.55,33.37,20.85,28.5,60,1.0290000000000001,80.0,3.5,21.0
American Light Lager,5.04,11.92,3.37,60.0,60,1.047,75.0,3.0,17.0
American Amber Ale,5.42,38.95,14.1,29.5,60,1.041,55.0,3.0,17.0
American Light Lager,5.54,23.72,3.99,22.71,60,1.044,75.0,1.25,18.33
American Stout,5.26,30.25,33.81,22.71,60,1.046,70.0,1.5,20.0
American Brown Ale,6.03,41.5,29.43,32.18,90,1.047,71.0,1.5,18.89
American Brown Ale,5.92,41.75,20.01,49.21,60,1.055,87.0,1.4,19.44
American Light Lager,4.3,44.49,6.27,53.0,60,1.036,79.0,1.5,20.0
American Amber Ale,5.78,37.16,17.41,22.0,60,1.047,68.0,3.8,20.0
American Amber Ale,7.16,70.86,14.58,26.0,60,1.058,70.0,3.0,20.0
American Light Lager,6.39,39.87,35.65,28.39,60,1.047,70.0,1.5,16.67
American Brown Ale,8.32,38.52,17.4,28.39,90,1.057,75.0,1.5,20.0
American Stout,6.22,52.27,47.62,28.39,90,1.0490000000000002,75.0,1.25,18.89
American Brown Ale,4.5,35.82,27.69,5.25,60,1.035,55.0,1.5,20.0
American Amber Ale,5.2,30.41,12.76,821.43,60,1.055,75.0,1.5,20.0
American Stout,5.92,35.29,50.0,12.0,60,1.054,60.0,4.0,22.0
American Amber Ale,4.55,24.43,8.65,300.0,60,1.0390000000000001,70.0,3.0,18.0
American Amber Ale,6.68,44.57,11.87,47.32,60,1.06,75.0,1.5,18.33
American Light Lager,4.36,11.63,6.78,28.39,60,1.034,75.0,1.25,17.22
American Stout,5.39,33.34,37.86,26.0,60,1.0490000000000002,74.0,2.5,20.0
American Amber Ale,7.79,73.98,9.07,25.0,60,1.061,72.0,3.0,22.0
American Amber Ale,3.39,27.28,7.32,28.39,60,1.025,63.0,1.25,18.89
American Amber Ale,5.0,30.85,12.04,115.0,60,1.043,73.0,4.0,18.0
American Brown Ale,5.09,25.85,20.18,28.39,60,1.041,70.0,1.5,21.11
American Amber Ale,4.27,24.55,20.25,19.0,70,1.034,77.0,3.0,21.0
American Light Lager,4.05,10.78,2.55,28.01,60,1.052,68.0,1.5,18.33
American Amber Ale,5.43,37.86,12.13,28.39,60,1.041,75.0,1.25,18.33
American Stout,6.31,60.1,44.99,28.39,60,1.046,68.0,1.33,19.44
American Brown Ale,6.0,50.08,27.62,30.0,60,1.068,75.0,3.0,21.0
American Amber Ale,7.09,75.34,15.85,28.39,60,1.043,61.0,1.3,18.33
American Stout,6.15,40.02,33.15,26.5,60,1.043,75.0,1.25,19.44
American Amber Ale,6.13,28.66,10.83,28.39,60,1.044,70.0,1.5,22.22
American Amber Ale,5.14,30.28,13.38,27.18,60,1.037,73.0,1.5,17.78
American Amber Ale,4.81,29.38,13.48,28.39,60,1.037,70.0,1.33,23.89
American Amber Ale,5.75,41.4,14.84,28.39,90,1.043,65.0,1.5,16.67
American Stout,6.17,53.58,39.41,26.5,60,1.053,80.0,1.25,16.67
American Brown Ale,6.01,42.65,19.76,33.0,60,1.051,85.0,3.0,18.0
American Stout,7.59,69.23,50.0,28.39,60,1.055,65.0,1.25,18.33
American Amber Ale,5.09,47.0,9.21,28.5,60,1.034,68.0,3.0,19.0
American Stout,6.92,49.86,37.18,53.0,75,1.056,75.0,1.5,20.0
American Stout,4.98,23.08,33.46,49.21,60,1.043,81.0,2.0,21.11
American Brown Ale,5.83,38.84,23.26,80.0,60,1.05,75.0,4.0,20.0
American Stout,6.67,48.46,34.16,28.39,60,1.045,70.0,1.5,20.0
American Light Lager,5.04,16.88,3.5,33.0,60,1.038,70.0,3.0,16.0
American Brown Ale,5.26,30.04,23.53,35.0,60,1.036,72.0,2.5,17.0
American Light Lager,8.66,42.23,4.34,56.4,90,1.0590000000000002,85.0,1.5,18.33
American Brown Ale,5.16,35.74,19.78,26.5,60,1.046,72.0,1.5,21.11
American Brown Ale,4.81,22.29,20.02,28.39,60,1.038,70.0,1.5,18.33
American Light Lager,3.74,16.38,3.81,6.62,60,1.024,35.0,1.0,22.22
American Stout,5.51,46.47,45.36,31.0,60,1.033,70.0,1.5,18.0
American Stout,5.19,37.94,37.73,26.5,60,1.048,75.0,1.5,21.11
American Light Lager,4.86,22.57,3.54,28.5,90,1.034,60.0,3.0,11.0
American Light Lager,5.45,34.82,6.35,28.5,60,1.05,60.0,3.0,20.0
American Brown Ale,7.23,61.43,24.21,26.5,60,1.053,75.0,1.2,18.33
American Stout,5.85,30.7,5.15,1300.0,60,1.051,83.0,3.0,19.0
American Light Lager,4.64,22.48,4.25,28.39,90,1.031,70.0,1.25,12.78
American Amber Ale,6.16,59.28,7.2,9.0,60,1.043,80.0,3.0,19.0
American Light Lager,9.16,0.0,17.03,56.0,60,1.072,75.0,2.5,30.0
American Amber Ale,4.7,24.29,12.21,27.0,60,1.038,77.0,3.0,18.0
American Brown Ale,5.91,56.22,20.8,26.0,60,1.052,70.0,3.0,18.0
American Stout,6.31,61.94,35.72,49.97,60,1.053,70.0,1.25,20.0
American Light Lager,5.24,0.0,5.67,3.79,60,1.053,70.0,2.0,21.11
American Light Lager,4.69,14.22,4.1,28.01,60,1.037,65.0,1.5,18.89
American Brown Ale,4.78,31.42,19.99,55.0,90,1.0490000000000002,75.0,3.0,19.0
American Light Lager,8.85,28.87,5.33,28.39,60,1.062,70.0,1.5,22.22
American Light Lager,9.87,131.96,41.91,24.61,60,1.0759999999999998,75.0,1.3,20.0
American Light Lager,6.73,17.35,7.53,28.39,60,1.05,75.0,1.5,20.0
American Light Lager,4.76,38.47,5.24,15.14,60,1.036,75.0,1.25,18.33
American Light Lager,4.16,9.45,2.38,23.0,30,1.035,80.0,3.0,17.0
American Amber Ale,5.22,20.56,9.19,70.0,60,1.036,75.0,2.26,19.0
American Amber Ale,5.89,44.05,15.1,28.39,60,1.044,75.0,1.5,20.56
American Amber Ale,5.15,35.73,3.61,28.5,60,1.035,70.0,3.0,18.0
American Stout,6.65,49.0,50.0,26.0,85,1.05,70.0,3.0,20.0
American Amber Ale,5.47,38.38,15.81,31.5,60,1.041,65.0,2.8,20.0
American Amber Ale,5.66,34.7,19.65,41.64,60,1.0390000000000001,70.0,1.5,21.11
American Light Lager,5.65,108.94,28.13,28.5,60,1.043,70.0,3.0,20.0
American Stout,6.37,34.99,29.28,14.0,60,1.047,75.0,4.75,20.0
American Amber Ale,6.15,25.53,14.24,24.0,60,1.0490000000000002,70.0,3.0,17.0
American Amber Ale,5.03,51.01,15.29,53.0,90,1.041,70.0,1.5,15.56
American Brown Ale,7.34,39.85,26.3,29.0,90,1.064,75.0,3.0,20.0
American Light Lager,4.87,36.29,5.56,20.0,60,1.056,65.0,3.0,20.0
American Brown Ale,5.79,33.49,25.01,30.28,60,1.045,70.0,1.5,19.44
American Stout,4.34,40.12,31.5,22.71,60,1.041,70.0,1.29,17.78
American Light Lager,4.66,36.09,10.26,24.61,60,1.042,70.0,1.5,20.0
American Amber Ale,5.45,44.77,17.17,28.39,60,1.037,65.0,0.5,18.33
American Amber Ale,4.53,20.19,11.86,25.0,60,1.036,68.0,3.0,18.0
American Amber Ale,5.63,34.87,14.87,24.61,60,1.044,69.0,1.4,18.33
American Stout,6.48,31.39,44.12,18.93,60,1.052,65.0,1.5,18.89
American Light Lager,4.95,16.87,9.76,17.03,60,1.03,70.0,1.5,12.78
American Stout,5.91,60.59,32.3,68.14,60,1.052,70.0,1.5,20.0
American Light Lager,6.21,21.77,12.6,27.0,90,1.041,80.0,3.0,18.0
American Stout,5.58,27.41,35.32,17.03,90,1.04,60.0,1.5,20.56
American Amber Ale,5.69,34.67,14.38,26.0,60,1.048,80.0,3.41,19.8
American Stout,6.52,42.94,38.3,29.34,60,1.052,75.0,1.25,17.78
American Amber Ale,6.9,37.5,12.13,28.39,60,1.05,70.0,1.5,18.33
American Stout,6.8,73.35,40.41,30.0,60,1.053,66.0,2.5,18.0
American Light Lager,2.55,27.59,3.41,28.39,60,1.018,35.0,1.25,18.33
American Brown Ale,4.89,31.55,18.47,28.39,60,1.0390000000000001,70.0,1.5,18.33
American Stout,5.55,31.93,36.43,650.0,60,1.0390000000000001,67.0,5.77,19.0
American Brown Ale,6.83,59.71,10.94,26.0,60,1.053,70.0,3.0,15.0
American Amber Ale,6.42,59.76,13.24,26.5,60,1.045,70.0,1.5,20.0
American Amber Ale,5.75,23.47,20.75,20.0,60,1.053,75.0,3.6,22.0
American Amber Ale,6.07,20.78,7.36,45.42,60,1.046,78.0,1.5,21.11
American Light Lager,6.13,0.0,37.86,28.39,60,1.046,35.0,1.5,20.0
American Light Lager,4.25,8.54,11.37,28.39,90,1.033,60.0,1.5,10.0
American Brown Ale,4.66,46.55,19.1,24.61,60,1.042,70.0,1.5,20.0
American Amber Ale,6.42,38.38,22.82,26.0,60,1.054,70.0,3.0,18.0
American Light Lager,5.16,47.23,18.98,25.55,60,1.04,70.0,1.25,20.0
American Brown Ale,6.0,48.91,24.12,22.71,60,1.054,60.0,1.5,18.33
American Amber Ale,5.4,33.07,16.26,26.5,70,1.04,73.0,1.33,17.78
American Amber Ale,5.93,32.19,13.02,29.0,60,1.056,65.0,2.5,10.0
American Light Lager,8.44,76.65,38.89,32.0,75,1.062,75.0,3.4,20.0
American Light Lager,5.12,20.24,12.28,55.0,60,1.044,68.0,2.7,22.0
American Amber Ale,6.61,68.52,23.88,21.2,60,1.061,70.0,1.5,19.44
American Stout,4.94,79.67,33.13,30.28,60,1.038,65.0,1.5,15.56
American Light Lager,4.98,59.63,8.46,28.0,60,1.042,70.0,3.0,15.0
American Stout,4.98,37.77,34.16,28.39,60,1.0390000000000001,70.0,1.5,17.78
American Amber Ale,6.01,25.68,10.72,7.57,60,1.043,80.0,1.5,22.22
American Light Lager,4.91,38.16,34.92,9.46,60,1.021,75.0,1.5,18.33
American Light Lager,5.59,56.72,3.75,55.0,90,1.041,70.0,1.0,19.0
American Brown Ale,3.94,35.35,18.47,28.39,60,1.031,60.0,1.5,21.11
American Stout,6.74,74.31,39.26,30.28,60,1.051,35.0,1.5,20.0
American Amber Ale,5.54,28.87,13.55,26.5,60,1.044,70.0,1.5,19.44
American Stout,5.33,42.82,36.18,28.39,60,1.041,70.0,1.5,18.33
American Stout,4.67,59.72,32.73,28.39,60,1.032,70.0,1.5,20.0
American Stout,5.56,43.78,43.17,27.0,60,1.045,70.0,2.5,22.0
American Brown Ale,6.05,46.46,21.06,56.78,60,1.061,70.0,1.32,18.89
American Amber Ale,5.1,41.4,11.21,28.0,90,1.036,73.0,4.0,19.0
American Light Lager,5.29,0.0,4.98,24.0,15,1.045,70.0,3.0,21.0
American Amber Ale,5.85,37.41,11.19,26.0,60,1.048,70.0,2.5,19.0
American Brown Ale,7.55,53.14,19.79,17.03,60,1.05,80.0,1.4,19.44
American Brown Ale,6.9,83.57,34.45,26.5,60,1.05,70.0,1.5,20.0
American Brown Ale,6.5,78.24,20.94,45.42,60,1.0590000000000002,80.0,1.8,20.0
American Brown Ale,8.91,57.93,27.49,30.28,60,1.067,65.0,1.25,20.0
American Brown Ale,5.92,24.81,20.59,40.0,90,1.073,80.0,4.0,20.0
American Stout,6.26,73.32,43.75,28.39,60,1.047,66.0,1.5,20.0
American Brown Ale,5.94,33.89,18.35,28.5,60,1.044,70.0,3.0,20.0
American Light Lager,4.95,32.34,8.87,85.0,90,1.04,83.0,3.0,16.0
American Light Lager,6.25,71.05,16.76,24.61,60,1.046,60.0,1.5,21.11
American Brown Ale,5.52,28.2,28.48,51.1,90,1.043,55.0,1.0,20.0
American Light Lager,5.32,61.15,23.47,28.5,60,1.037,50.0,3.0,19.0
American Light Lager,3.75,59.57,33.93,28.5,60,1.023,35.0,3.0,20.0
American Amber Ale,5.98,57.46,28.38,30.28,60,1.037,70.0,1.25,18.89
American Amber Ale,5.55,79.51,13.91,22.0,60,1.044,70.0,18.0,20.0
American Amber Ale,5.6,31.08,19.07,1211.33,60,1.047,70.0,1.5,17.78
American Light Lager,7.16,0.0,13.37,25.0,60,1.054,80.0,3.0,20.0
American Brown Ale,5.02,48.34,25.83,23.0,60,1.045,65.0,1.5,20.0
American Brown Ale,7.4,105.21,20.21,41.64,90,1.061,73.0,1.5,18.33
American Amber Ale,5.25,29.89,10.71,115.0,90,1.047,78.0,3.0,18.0
American Light Lager,5.33,73.8,3.72,28.5,60,1.04,75.0,3.0,12.0
American Amber Ale,5.92,46.8,11.72,53.0,60,1.044,70.0,1.2,21.11
American Light Lager,6.54,0.0,3.98,75.0,60,1.048,75.0,3.2,19.0
American Amber Ale,5.37,25.61,15.36,24.61,60,1.051,68.0,1.25,21.11
American Light Lager,4.24,41.73,5.97,28.5,60,1.034,70.0,3.0,18.0
American Stout,6.34,42.82,37.24,28.39,60,1.0490000000000002,75.0,1.5,21.11
American Light Lager,5.93,75.72,6.79,60.0,60,1.05,75.0,3.0,17.0
American Light Lager,6.52,28.58,8.91,28.39,75,1.048,75.0,1.5,16.67
American Stout,7.22,49.88,33.82,422.07,60,1.067,80.0,1.5,18.33
American Light Lager,6.47,60.85,5.45,28.0,90,1.053,70.0,2.96,19.0
American Stout,6.3,83.85,49.74,54.89,90,1.056,60.0,1.5,21.11
American Light Lager,7.01,51.77,4.81,27.0,75,1.038,60.0,2.5,20.0
American Brown Ale,6.14,36.72,19.05,28.39,60,1.044,70.0,1.5,21.11
American Light Lager,5.2,77.39,14.53,28.5,60,1.04,75.0,3.0,18.0
American Light Lager,5.9,56.53,11.58,28.0,60,1.046,65.0,5.0,19.0
American Light Lager,5.77,21.9,17.14,26.5,60,1.04,80.0,1.5,17.22
American Brown Ale,6.84,22.75,18.22,51.1,90,1.057,84.0,1.5,18.33
American Light Lager,4.75,36.09,17.55,28.39,60,1.035,75.0,2.0,23.89
American Stout,7.29,58.27,50.0,30.28,90,1.05,71.0,1.4,18.89
American Amber Ale,5.05,42.57,19.76,22.0,60,1.043,63.0,3.0,20.0
American Light Lager,5.72,25.5,3.89,22.71,20,1.045,70.0,1.25,21.11
American Amber Ale,5.87,36.01,14.45,35.96,60,1.046,68.0,1.6,18.33
American Light Lager,5.29,1.72,4.94,28.5,90,1.034,70.0,2.9,18.0
American Stout,4.93,59.23,39.16,132.0,60,1.044,90.0,3.0,20.0
American Amber Ale,5.31,42.56,18.7,28.39,60,1.036,65.0,1.5,18.33
American Light Lager,6.23,56.17,14.52,24.61,60,1.047,35.0,1.25,18.33
American Stout,7.92,40.15,50.0,26.5,60,1.053,80.0,1.5,18.33
American Brown Ale,6.88,45.13,35.85,28.39,60,1.051,70.0,1.2,20.0
American Amber Ale,6.02,30.62,13.0,28.5,60,1.052,66.0,2.5,20.0
American Light Lager,5.75,53.36,5.4,28.39,90,1.041,75.0,1.5,11.11
American Amber Ale,4.51,49.98,16.25,27.44,90,1.038,76.5,1.5,18.89
American Amber Ale,5.44,31.23,11.92,24.0,60,1.043,65.0,3.0,18.0
American Stout,6.55,56.53,39.96,28.5,60,1.044,70.0,3.0,19.0
American Amber Ale,5.38,34.72,12.68,28.0,60,1.046,70.0,3.0,18.0
American Stout,5.11,71.32,28.44,40.0,120,1.03,78.0,3.0,18.0
American Amber Ale,6.45,39.86,14.01,45.42,60,1.052,80.0,1.0,21.11
American Amber Ale,4.98,60.76,19.06,28.5,60,1.042,55.0,3.0,20.0
American Light Lager,6.12,96.68,10.91,28.39,60,1.048,68.0,1.5,23.33
American Amber Ale,4.9,56.76,15.4,51.1,60,1.044,80.0,1.5,22.22
American Light Lager,10.69,0.0,2.12,28.5,60,1.094,80.0,3.0,12.0
American Amber Ale,5.05,20.53,16.99,75.71,90,1.042,75.0,1.3,20.0
American Amber Ale,5.97,27.42,13.35,50.0,90,1.056,75.0,3.0,19.0
American Stout,5.41,60.68,40.21,26.5,40,1.047,70.0,1.5,15.56
American Light Lager,6.15,69.25,5.94,28.39,60,1.0490000000000002,70.0,1.5,18.33
American Light Lager,6.82,331.55,5.46,28.39,60,1.051,60.0,1.5,20.0
American Stout,6.76,64.26,34.94,28.39,60,1.0490000000000002,80.0,1.25,21.11
American Light Lager,5.53,0.0,5.24,23.0,60,1.046,80.0,3.0,19.0
American Amber Ale,6.17,37.34,8.21,70.0,60,1.041,80.0,3.0,20.0
American Amber Ale,5.51,57.06,28.51,28.0,60,1.041,70.0,3.0,18.0
American Stout,5.56,29.16,38.37,24.61,60,1.054,88.0,1.5,20.56
American Light Lager,5.01,9.0,2.85,28.39,90,1.037,75.0,1.5,12.78
American Stout,6.96,59.13,50.0,32.18,60,1.056,70.0,1.5,18.89
American Light Lager,4.76,18.65,4.9,28.39,60,1.032,70.0,3.5,20.56
American Light Lager,5.18,87.18,7.83,28.39,90,1.038,60.0,1.5,20.0
American Amber Ale,5.26,58.91,15.69,28.5,60,1.0390000000000001,62.0,4.0,20.0
American Brown Ale,5.7,36.1,29.6,26.5,60,1.035,60.0,1.33,16.67
American Amber Ale,5.35,13.91,17.1,28.39,60,1.036,75.0,1.5,20.0
American Light Lager,6.64,18.81,8.92,28.0,60,1.042,70.0,3.0,14.0
American Brown Ale,5.73,53.6,26.13,20.0,60,1.042,70.0,3.0,18.0
American Stout,5.0,38.02,37.84,26.5,90,1.0390000000000001,55.0,1.5,18.89
American Brown Ale,6.73,132.27,26.35,28.39,60,1.048,70.0,1.5,21.11
American Light Lager,7.34,228.4,4.84,28.39,60,1.05,60.0,1.5,20.0
American Amber Ale,5.77,36.37,10.72,26.0,60,1.0490000000000002,77.0,3.0,20.0
American Brown Ale,6.71,72.58,21.75,26.5,60,1.045,55.0,1.1,21.11
American Light Lager,6.49,45.44,5.48,26.5,60,1.047,75.0,1.33,18.33
American Amber Ale,6.12,37.43,13.14,26.5,60,1.048,75.0,1.5,15.56
American Brown Ale,5.8,49.4,19.94,25.0,60,1.05,65.0,3.0,20.0
American Stout,7.06,49.72,46.32,28.39,60,1.053,65.0,1.75,20.0
American Stout,6.37,38.54,34.34,26.5,60,1.052,85.0,0.75,19.44
American Brown Ale,8.47,88.98,24.63,24.0,90,1.057,72.0,3.0,22.0
American Light Lager,7.12,54.7,3.71,53.0,60,1.0590000000000002,82.0,1.4,16.11
American Brown Ale,5.82,27.09,21.63,205.0,75,1.046,70.0,3.15,17.0
American Brown Ale,4.91,26.49,23.05,25.55,60,1.042,75.0,1.45,20.0
American Brown Ale,5.5,21.41,27.42,26.5,70,1.0490000000000002,84.0,1.5,18.89
American Light Lager,6.06,57.42,3.87,408.82,60,1.06,75.0,1.25,20.0
American Amber Ale,5.67,34.42,14.6,24.61,60,1.047,70.0,1.5,18.33
American Brown Ale,4.9,105.26,33.67,26.0,90,1.041,42.0,3.0,21.0
American Light Lager,4.79,0.0,9.32,11.0,60,1.04,70.0,3.0,19.0
American Stout,6.57,59.82,42.92,28.39,60,1.0490000000000002,75.0,1.33,20.0
American Stout,5.84,28.63,33.82,15.14,60,1.03,60.0,1.5,20.0
American Light Lager,5.55,26.58,19.08,408.82,60,1.056,75.0,1.25,20.0
American Light Lager,7.57,64.64,50.0,32.18,90,1.056,68.0,1.5,18.89
American Light Lager,6.25,62.6,5.54,26.5,60,1.048,67.0,1.5,18.89
American Amber Ale,6.86,32.93,11.23,70.03,60,1.055,80.0,1.5,20.0
American Light Lager,4.08,12.78,3.67,1324.89,60,1.038,70.0,2.0,20.56
American Light Lager,5.39,11.73,4.64,18.93,20,1.048,73.0,1.66,20.0
American Stout,5.89,41.03,39.24,28.01,60,1.045,72.0,1.7,20.0
American Stout,8.02,67.59,33.43,19.0,60,1.06,75.0,3.0,20.0
American Brown Ale,5.89,44.18,27.19,51.1,60,1.052,70.0,1.25,18.33
American Amber Ale,6.61,34.45,12.19,14.7,60,1.048,85.0,3.0,18.0
American Stout,8.61,40.67,38.39,26.5,60,1.068,75.0,1.5,18.33
